19CSV2 	
// AQ6319 OPTICAL SPECTRUM ANALYZER //                  
20
"CTRWL",1537.500000
"SPAN", 125.000000
"START WL",1475.000000
"STOP WL",1600.000000
"WLFREQ", 0
"REFL", -20.000
"LSCL",-10.0
"BASEL",0.00000000000
"RESLN",0.200
"AVG",   1
"SMPLAUTO",      1
"SMPL",       6301
"SMPLINTVL",0.0198
"MID"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"OPTATT",1


"[TRACE DATA]"
1475.0000,1.301E-006
1475.0198,1.324E-006
1475.0397,1.102E-006
1475.0595,1.685E-006
1475.0794,1.486E-006
1475.0992,1.253E-006
1475.1190,1.075E-006
1475.1389,1.563E-006
1475.1587,7.899E-007
1475.1786,1.303E-006
1475.1984,1.268E-006
1475.2183,8.690E-007
1475.2381,1.260E-006
1475.2579,1.328E-006
1475.2778,1.466E-006
1475.2976,1.167E-006
1475.3175,1.198E-006
1475.3373,1.117E-006
1475.3571,1.297E-006
1475.3770,1.312E-006
1475.3968,1.477E-006
1475.4167,1.269E-006
1475.4365,1.266E-006
1475.4563,1.224E-006
1475.4762,1.298E-006
1475.4960,1.250E-006
1475.5159,1.024E-006
1475.5357,1.299E-006
1475.5556,9.880E-007
1475.5754,1.066E-006
1475.5952,1.618E-006
1475.6151,1.485E-006
1475.6349,5.821E-007
1475.6548,1.469E-006
1475.6746,1.356E-006
1475.6944,1.281E-006
1475.7143,1.088E-006
1475.7341,1.110E-006
1475.7540,1.053E-006
1475.7738,1.213E-006
1475.7937,8.655E-007
1475.8135,8.007E-007
1475.8333,1.135E-006
1475.8532,1.466E-006
1475.8730,1.320E-006
1475.8929,1.382E-006
1475.9127,1.389E-006
1475.9325,8.649E-007
1475.9524,7.731E-007
1475.9722,9.763E-007
1475.9921,7.467E-007
1476.0119,1.134E-006
1476.0317,1.063E-006
1476.0516,1.085E-006
1476.0714,1.240E-006
1476.0913,1.064E-006
1476.1111,5.158E-007
1476.1310,9.202E-007
1476.1508,1.165E-006
1476.1706,1.245E-006
1476.1905,9.252E-007
1476.2103,1.613E-006
1476.2302,9.136E-007
1476.2500,1.263E-006
1476.2698,1.451E-006
1476.2897,1.688E-006
1476.3095,1.004E-006
1476.3294,1.239E-006
1476.3492,1.267E-006
1476.3690,6.941E-007
1476.3889,7.858E-007
1476.4087,1.047E-006
1476.4286,9.404E-007
1476.4484,6.043E-007
1476.4683,1.168E-006
1476.4881,1.139E-006
1476.5079,1.577E-006
1476.5278,1.481E-006
1476.5476,9.611E-007
1476.5675,1.189E-006
1476.5873,1.021E-006
1476.6071,1.309E-006
1476.6270,1.668E-006
1476.6468,1.248E-006
1476.6667,1.167E-006
1476.6865,1.143E-006
1476.7063,1.745E-006
1476.7262,6.813E-007
1476.7460,1.525E-006
1476.7659,9.670E-007
1476.7857,1.597E-006
1476.8056,1.115E-006
1476.8254,1.386E-006
1476.8452,1.187E-006
1476.8651,1.203E-006
1476.8849,9.697E-007
1476.9048,1.631E-006
1476.9246,1.424E-006
1476.9444,1.706E-006
1476.9643,1.091E-006
1476.9841,1.813E-006
1477.0040,1.445E-006
1477.0238,1.374E-006
1477.0437,1.562E-006
1477.0635,1.421E-006
1477.0833,1.285E-006
1477.1032,1.466E-006
1477.1230,1.496E-006
1477.1429,1.087E-006
1477.1627,1.595E-006
1477.1825,1.672E-006
1477.2024,1.533E-006
1477.2222,1.031E-006
1477.2421,1.515E-006
1477.2619,1.493E-006
1477.2817,1.763E-006
1477.3016,1.489E-006
1477.3214,1.733E-006
1477.3413,1.630E-006
1477.3611,1.638E-006
1477.3810,1.805E-006
1477.4008,1.582E-006
1477.4206,1.471E-006
1477.4405,1.540E-006
1477.4603,1.482E-006
1477.4802,1.837E-006
1477.5000,1.550E-006
1477.5198,1.799E-006
1477.5397,1.661E-006
1477.5595,1.886E-006
1477.5794,1.686E-006
1477.5992,1.441E-006
1477.6190,1.562E-006
1477.6389,1.581E-006
1477.6587,1.476E-006
1477.6786,1.676E-006
1477.6984,1.704E-006
1477.7183,1.889E-006
1477.7381,1.859E-006
1477.7579,2.025E-006
1477.7778,2.189E-006
1477.7976,1.907E-006
1477.8175,2.028E-006
1477.8373,1.718E-006
1477.8571,1.799E-006
1477.8770,2.198E-006
1477.8968,1.723E-006
1477.9167,1.735E-006
1477.9365,2.278E-006
1477.9563,1.759E-006
1477.9762,2.078E-006
1477.9960,1.716E-006
1478.0159,2.169E-006
1478.0357,1.937E-006
1478.0556,2.155E-006
1478.0754,2.099E-006
