19CSV2 	
// AQ6319 OPTICAL SPECTRUM ANALYZER //                  
20
"CTRWL",1537.500000
"SPAN", 125.000000
"START WL",1475.000000
"STOP WL",1600.000000
"WLFREQ", 0
"REFL", -20.000
"LSCL",-10.0
"BASEL",0.00000000000
"RESLN",0.200
"AVG",   1
"SMPLAUTO",      1
"SMPL",       6301
"SMPLINTVL",0.0198
"MID"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"OPTATT",1


"[TRACE DATA]"
1475.0000,6.733E-007
1475.0198,2.402E-007
1475.0397,8.243E-008
1475.0595,4.855E-007
1475.0794,1.577E-007
1475.0992,2.625E-007
1475.1190,7.661E-007
1475.1389,3.942E-008
1475.1587,6.080E-007
1475.1786,1.931E-007
1475.1984,2.749E-007
1475.2183,5.454E-007
1475.2381,5.803E-007
1475.2579,4.696E-007
1475.2778,9.383E-007
1475.2976,4.776E-007
1475.3175,2.115E-007
1475.3373,4.121E-007
1475.3571,8.313E-007
1475.3770,2.836E-007
1475.3968,5.577E-007
1475.4167,4.985E-007
1475.4365,2.572E-007
1475.4563,3.414E-007
1475.4762,3.841E-007
1475.4960,3.756E-007
1475.5159,1.910E-007
1475.5357,1.737E-007
1475.5556,4.063E-007
1475.5754,2.520E-007
1475.5952,7.241E-007
1475.6151,3.529E-007
1475.6349,5.520E-007
1475.6548,6.059E-007
1475.6746,4.901E-007
1475.6944,5.233E-007
1475.7143,3.333E-007
1475.7341,2.822E-007
1475.7540,7.093E-007
1475.7738,3.012E-007
1475.7937,7.019E-007
1475.8135,7.990E-007
1475.8333,-8.023E-008
1475.8532,7.667E-007
1475.8730,8.332E-008
1475.8929,7.204E-007
1475.9127,3.201E-007
1475.9325,4.841E-007
1475.9524,1.239E-007
1475.9722,4.815E-007
1475.9921,5.012E-007
1476.0119,4.506E-007
1476.0317,3.554E-007
1476.0516,6.066E-007
1476.0714,5.620E-007
1476.0913,6.109E-007
1476.1111,-1.161E-007
1476.1310,5.042E-007
1476.1508,2.698E-007
1476.1706,2.073E-007
1476.1905,2.477E-007
1476.2103,1.067E-006
1476.2302,5.519E-007
1476.2500,5.217E-007
1476.2698,4.868E-008
1476.2897,2.752E-007
1476.3095,8.088E-007
1476.3294,3.637E-007
1476.3492,2.530E-007
1476.3690,-3.706E-008
1476.3889,7.960E-007
1476.4087,3.584E-007
1476.4286,3.613E-007
1476.4484,1.995E-007
1476.4683,3.706E-008
1476.4881,2.185E-007
1476.5079,4.665E-007
1476.5278,-2.758E-007
1476.5476,9.186E-007
1476.5675,6.656E-007
1476.5873,3.126E-007
1476.6071,2.577E-007
1476.6270,3.197E-007
1476.6468,3.069E-007
1476.6667,3.028E-007
1476.6865,1.344E-007
1476.7063,4.914E-007
1476.7262,6.528E-007
1476.7460,5.609E-007
1476.7659,7.706E-007
1476.7857,3.952E-007
1476.8056,4.676E-007
1476.8254,5.891E-007
1476.8452,4.874E-007
1476.8651,3.087E-007
1476.8849,8.457E-007
1476.9048,5.993E-007
1476.9246,5.278E-007
1476.9444,4.314E-007
1476.9643,5.219E-007
1476.9841,7.154E-007
1477.0040,5.070E-007
1477.0238,4.669E-007
1477.0437,6.252E-007
1477.0635,3.831E-007
1477.0833,6.620E-007
1477.1032,2.412E-007
1477.1230,1.685E-007
1477.1429,3.145E-007
1477.1627,7.124E-007
1477.1825,2.542E-007
1477.2024,5.408E-007
1477.2222,1.899E-007
1477.2421,1.028E-006
1477.2619,3.709E-007
1477.2817,6.142E-007
1477.3016,7.836E-007
1477.3214,5.099E-007
1477.3413,4.966E-007
1477.3611,5.887E-007
1477.3810,3.246E-007
1477.4008,8.321E-007
1477.4206,9.213E-007
1477.4405,6.559E-007
1477.4603,5.117E-007
1477.4802,4.704E-007
1477.5000,7.859E-007
1477.5198,6.427E-007
1477.5397,6.878E-007
1477.5595,9.662E-007
1477.5794,8.047E-007
1477.5992,1.007E-006
1477.6190,1.073E-006
1477.6389,5.846E-007
1477.6587,1.053E-006
1477.6786,8.717E-007
1477.6984,8.293E-007
1477.7183,6.874E-007
1477.7381,5.992E-007
1477.7579,6.194E-007
1477.7778,1.072E-006
1477.7976,1.016E-006
1477.8175,9.620E-007
1477.8373,1.078E-006
1477.8571,4.861E-007
1477.8770,1.316E-006
1477.8968,1.106E-006
1477.9167,1.267E-006
1477.9365,7.367E-007
1477.9563,1.222E-006
1477.9762,1.234E-006
1477.9960,8.733E-007
1478.0159,1.088E-006
1478.0357,1.563E-006
1478.0556,8.393E-007
1478.0754,8.601E-007
